text,confidence,target
RT @MulchTMC: Confused about climate change? There's an app for that. http://bit.ly/cEFQOF,0.6099,Y
RT @mmaction RT @aravosis Right-wingers already claiming that the blizzard proves climate change doesn't exist http://bit.ly/ba8u1x #p2,0.6505,Y
MSNBC's Ratigan Claims Global Warming Caused 'Snowpocalypse': MSNBC's Dylab Ratigan who hosts his own show on the ... http://bit.ly/bGSlzJ,0.6636,Y
"RT @EmpressCGC: Finally, Rebuttal to 'Snow Means No Global Warming' Nonsense Aired in Mainstream Media (Video) http://bit.ly/9LyKDH (via @TreeHugger)",1.0,Y
"Conservatives Use ""Snowmageddon"" to Mock Global Warming http://bit.ly/b7h1p8",0.6734,
"RT @JasonMattera    another day of shoveling my car out of snow, another day of global warming",0.6787,N
"Inhofe getting last laugh on global warming, IPCC: http://bit.ly/b1A5Nz",0.5173,N
"Tory candidates trained by rightwing group that bad mouths NHS, dismisses global warming & backs waterboarding http://bit.ly/9xKLkd",0.47200000000000003,N
"Inhofe getting last laugh on global warming, IPCC: http://bit.ly/b1A5Nz",0.508,N
"another day of shoveling my car out of snow, another day of global warming",0.6415,Y
You can argue that climate change activists shot their credibility in their rush to make their case and set themselves back,0.6687,
RT @aravosis Right-wingers already claiming that the blizzard proves climate change doesn't exist http://bit.ly/ba8u1x #p2,0.6908,Y
"RT @boblatta    DC-area Paralyzed By Snow, Puts Global Warming Bill On Ice http://amplify.com/u/1ty9",0.6334,
RT @aravosis Right-wingers already claiming that the blizzard proves climate change doesn't exist http://bit.ly/ba8u1x,0.6288,Y
Right-wingers already claiming that the blizzard proves climate change doesn't exist http://bit.ly/ba8u1x,1.0,Y
Right-wingers already claiming that the blizzard proves climate change doesn't exist http://bit.ly/ba8u1x,0.7014,Y
"Global climate change makes blizzards *more* likely -- for now: http://www.time.com/time/health/article/0,8599,1962294,00.html",0.6711,Y
How Global Warming Makes Blizzards Worse http://goo.gl/5UL1,1.0,Y
Global Warming: Climate Scientists Investigate Lost Heat: A new article in 'Science' explores the mystery of the g... http://bit.ly/b7cAt9,0.6819,Y
RT @mattizcoop: A branding point: if they'd called it Climate Chaos instead of Climate Change or Global Warming it mighta been better. #sNoMas,0.6581,
New on http://ekwire.com -- Hannity: Snow Storms 'Contradict Gore's Global Warming Theories' -- http://ow.ly/15SFQ,1.0,N
RT @mattizcoop: A branding point: if they'd called it Climate Chaos instead of Climate Change or Global Warming it mighta been better. #sNoMas,0.4795,N
A branding point: if they'd called it Climate Chaos instead of Climate Change or Global Warming it mighta been better. #sNoMas,0.6944,
How climate change = more snowstorms: http://j.mp/cEMCAi,1.0,Y
RT @time D.C. Snowstorm: How Global Warming Makes Blizzards Worse - TIME http://bit.ly/afRApN,0.6724,Y
RT @time D.C. Snowstorm: How Global Warming Makes Blizzards Worse - TIME http://bit.ly/afRApN,1.0,Y
RT @mmaction Snowstorms Do Not Disprove #Climate Change http://bit.ly/d2ohLB #snowmageddon,0.6825,Y
More snow in DC.  The whole area has been buried in what appears to be a case of global warming.,0.6592,N
@Noreen1 Can u use that excuse for everything? Global Warming gave me a parking ticket. Global Warming caused me to be late for work.,0.6991,
Opponents of state's global warming law get boost from Adam Smith|Lance Williams The great Adam Smith was a .. http://oohja.com/xbdts,0.6621,N
"RT @JamesAllenShow According to MSNBC, Global Warming causes blizzards http://bit.ly/cfn8jl",0.7084,Y
RT @ChrisHarrisKS RT @mmaction Snowstorms Do Not Disprove Climate Change http://bit.ly/dfi3es #p2 #tcot,0.6751,
@mmfa  not honest? Shocking! RT @keder    Media Matters still using junk science 2007 IPCC report on global warming... http://ow.ly/15UdJ,1.0,N
Media Matters still using junk science 2007 IPCC report on global warming... http://ow.ly/15UdJ,1.0,N
"I specifically learned in school, winter disproves summer RT @ChrisHarrisKS Snowstorms dont disprove Climate Change http://bit.ly/dfi3es #p2",1.0,Y
RT @kathrynlopez    a climate change on climate change http://tinyurl.com/yeyljlc,0.6473,N
RT @mmaction Snowstorms Do Not Disprove Climate Change http://bit.ly/dfi3es #p2 #tcot,1.0,Y
"Um, how 'bout global warming...RT @FamousDC: Who To Blame for All This Snow? http://bit.ly/9Vvimp",0.4498,Y
RT @mmaction: Snowstorms Do Not Disprove Climate Change http://bit.ly/dfi3es #p2 #tcot,0.7047,Y
Snowstorms Do Not Disprove Climate Change http://bit.ly/dfi3es #p2 #tcot,1.0,Y
Opponents of state's global warming law get boost from Adam Smith|Lance Williams The great Adam Smith was a .. http://oohja.com/xbdp2,0.6922,
"Sign up for the next Earthscan Earthcast: Climate Change and Business Success, 2/23/2010, 12:00 (EST) http://ow.ly/15TZB",0.6795,Y
Ratigan: Climate scientists predictions right... These #snowpocalypses are bc of global warming. http://bit.ly/acIIGz,1.0,Y
RT @timrote @kate_sheppard @worldresources: Reading - D.C. snowstorm: How #global warming makes blizzards worse (@TIME) http://bit.ly/aOTK6S,0.685,Y
How global warming makes bizzards WORSE! http://bit.ly/cLl6li #snowtorious #snowmageddon /via @Noreen1,0.6713,Y
WaPo: Senate offers some hope for legislation to combat climate change http://is.gd/83eKc,1.0,Y
How global warming makes bizzards WORSE! http://bit.ly/cLl6li #snowtorious #snowmageddon,1.0,Y
RT @mattyglesias: Freak weather events causing massive disruption convince congress that climate change can't be a problem: http://bit.ly/9ifxtg,0.6671,N
RT @MilesGrant: RT @EricBoehlert Why won't Drudge acknowledge snow-less 'Global Warming Games' in Vancouver? http://ow.ly/15S0O #climate,1.0,Y
RT @mattyglesias: Freak weather events causing massive disruption convince congress that climate change can't be a problem: http://bit.ly/9ifxtg,0.3496,Y
RT @newsbusters: RT @coffeeman3lb: @newsbusters good morning obama is buying snow shovels for shovel ready global warming around the white house,0.6779999999999999,N
"Earth Day 2010 looks beyond climate change|Oftentimes, Earth Day goes largely unnoticed. But this year, there has .. http://oohja.com/xbdoO",0.6505,
RT @mattyglesias Freak weather events causing massive disruption convince congress that climate change isn't a problem: http://bit.ly/9ifxtg,0.7035,N
"@washingtonpost Editorial: ""Senate Offers Some Hope for Legislation to Combat Climate Change"" http://is.gd/85qr9 #cejapa #clear",1.0,Y
RT @coffeeman3lb: @newsbusters good morning obama is buying snow shovels for shovel ready global warming around the white house,0.7088,N
Need a cozy place to survive the #snomegeddon? FOR RENT: Snowfort in #DC http://bit.ly/bHQa2J #snoverkill (but beware #climate change),0.6861,Y
"@JNIX_LA This is why as soon as they patented HAARP, the ""global-warming"" conspiracy started. Plus, I saw our NAVY talking about it on paper",0.7089,N
"Irony alert: Senate cancels hearing on ""Global Warming Impacts, Including Public Health, in the U.S."" due to blizzard http://bit.ly/9nzHsE",0.6823,
RT @EricBoehlert Why won't Drudge acknowledge snow-less 'Global Warming Games' about to kick off in Vancouver? http://ow.ly/15S0O #climate,0.7068,Y
"@welovedc Sadly, Chuck Norris might also use this blizzard to deny climate change and even push NWO conspiracies: http://is.gd/85go2",0.6536,Y
RT @ClarksonUniv: NASA Grant will enable Clarkson & NYSERDA to Improve Climate Change Education in New York State http://bit.ly/9M4Hji,0.8351,Y
Well that takes care of the global warming agenda for the year. They'll have to hire some new guys to go back and rewrite the record books.,0.6703,N
RT @redostoneage The Missing Heat #global warming #climate change #green #eco http://bit.ly/9ZNyEt #tcot #p2 #climategate,0.3563,N
"@1kevgriff it's nature's way os saying ""Global warming my a$$!""",1.0,N
"I already knew this (as I'm sure most of my FB buds out there do too), but newsflash to all #climate #change doubters: http://trunc.it/5d2f0",0.6477,Y
RT @rorycooper  Seriously? Reaching. RT @Drudge_Report TIME MAG: How Global Warming Makes Blizzards Worse http://drudge.tw/9oXiLZ,0.4686,Y
Cost of global warming shutting down the federal government in DC for #snOMG2 per day- $100 million. Sounds like an argument for cap & trade,0.6741,Y
Seriously? Libs really reaching. Ha! RT @Drudge_Report TIME MAG:  How Global Warming Makes Blizzards Worse... http://drudge.tw/9oXiLZ,1.0,N
Wash Post editorial: Senate offers some hope for legislation to combat #climate change http://bit.ly/afXhpx,1.0,Y
"""D.C. Snowstorm: How Global Warming Makes Blizzards Worse - TIME"" ( http://bit.ly/9sMGXj ) It's snowing because it's so warm? Cahmaaahn.",0.6476,N
This is a talk that needs to happen! RT @Drudge_Report: TIME MAG:  How Global Warming Makes Blizzards Worse... http://drudge.tw/9oXiLZ,1.0,Y
RT @robport: Time to admit it. Climate change is a conservative conspiracy to keep enough snow falling on DC to keep Congress in recess.,0.7099,N
@nikkibama This global warming will be on the ground until March,1.0,N
"RT @NWF: BudBurst volunteers needed: to look for ""ten most wanted"" plants to assess clues to climate change: http://bit.ly/bdlpVW",1.0,Y
Climate-change legislation buried under record snowfall in capital - TheHill: http://bit.ly/acTaix via @addthis,0.7021,
Climate-change legislation dying under record DC snowfall http://bit.ly/9ifxtg,0.6989,N
"Watch: Inhofe Decries Creation of Obama's New Global Warming Bureaucracy, Seeks Accountability  http://bit.ly/aRYZwm #fb",0.6807,
"crisis of confidence in IPCC, and Obama is turning a blind eye by creating global warming bureaucracy  http://bit.ly/aRYZwm #climategate",0.5862,
@nikkibama Mobile to get some global warming,0.6497,
The List: Who's Willing to Act on Climate Change - What's the most-watched web page by the international climate ch... http://ow.ly/16xLy3,0.6558,Y
"Crippled By Blizzard, DC Announces New Global Warming Agency by Phone: http://bit.ly/df6Iag",0.6551,
Are you engaging climate change sceptics in rational discussion - which is what science is about? Or giving fruitcakes a field-day?,1.0,Y
Energy and Global Warming News for February 9: Ford to unveil electric Transit Connect van today http://bit.ly/c6CkhC,0.6471,
"Do We Finally Have Proof that Global Warming by CO2 Emissions is a Hoax?, FamilySecurityMatters.org http://bit.ly/9PbE20 #climategate",1.0,N
"Climate change guru packs CU auditorium|For Abraham Lincoln, it was slavery, and for Winston Churchill it was .. http://oohja.com/xbbVp",0.6409,
NOAA Releases Wealth of Climate Change Data to Public (via my6sense) http://tinyurl.com/yjuj5a5,1.0,Y
Food Research International: The food cold-chain and climate change http://bit.ly/8YEMsH (abstract),1.0,Y
"Those distinctions make it a fundamentally different issue to deal with than climate change itself. Much more research is needed, ASAP.",0.6653,
"Like climate change, the risks/rewards of geoeng are unequally distributed, but geoeng can be done relatively easily, cheaply, and quickly.",1.0,Y
"The question isn't whether a country will think the risks of geoeng (to them) are outweighed by global warming, but when and how we respond.",0.6964,Y
EdDriscoll: RT @robport: Time to admit it. Climate change is a conservative conspiracy to keep' http://goo.gl/fb/YTii,1.0,N
"17. Moral authority - do we have the rt. to do this? Takeaway: geo-eng has a LOT OF RISKS (then again, so does runaway climate change). :(",1.0,Y
RT @newsbusters: Brilliant: 'Vagina Monologues' Creator Tells Palin to Look at 'Earthquakes and Tsunamis' for Global Warming Proof http://ow.ly/16xANa,1.0,Y
Brilliant: 'Vagina Monologues' Creator Tells Palin to Look at 'Earthquakes and Tsunamis' for Global Warming Proof http://ow.ly/16xANa,0.6922,Y
RT @Mommy4Cocktails:RT @JimDeMint:going 2 keep snowing in DC til Al Gore cries uncle/Weather Channel says freaky snow IS b/c global warming,0.4901,N
Betting on Climate Change: Corporations Stand to Make or Lose Billions|Is the planet really warming up? Just ask .. http://oohja.com/xbbEA,0.7665,
Brilliant: Vagina Monologues Creator Tells Palin to Look at 'Earthquakes & Tsunamis' for Global Warming Proof http://is.gd/83mbc #fail #tcot,0.6818,Y
RT @balmeras  RT @LoveEarthAlways Our Extreme Weather Predicted By Global Warming Models 20 Years Ago http://is.gd/83elN,1.0,Y
$$ Climate change movement dead?: The other big government solutions have damaged the economy so greatly that Joe ... http://bit.ly/d2L1tV,0.6352,
"Sarah Palin calls global warming studies ""snake oil""  http://bit.ly/bA4jeQ",0.653,
RT @LoveEarthAlways Our Extreme Weather Predicted By Global Warming Models 20 Years Ago http://is.gd/83elN,1.0,Y
Climate change and acidification threaten 82 types of coral: http://bit.ly/bXfTxZ,0.6637,Y
Climate change and acidification threaten 82 types of coral: http://bit.ly/bXfTxZ,1.0,Y
Shannon L. Goessling: Taking EPA global warming rules to court http://goo.gl/fb/ydjZ,1.0,
Shannon L. Goessling: Taking EPA global warming rules to court: http://bit.ly/bDDhHk,0.6970000000000001,N
RT @dailykos: Climate Change Skeptics Discredited http://bit.ly/bWsUBZ,0.6717,Y
Betting on Climate Change: Corporations Stand to Make or Lose Billions|Is the planet really warming up? Just ask .. http://oohja.com/xbbAz,1.0,
RT @washdcnews: Hannity: Snow Storms 'Seem To Contradict Al Gore's Hysterical Global Warming Theories' http://dlvr.it/1c2p,0.6591,N
Hannity: Snow Storms 'Seem To Contradict Al Gore's Hysterical Global Warming Theories' http://dlvr.it/1c2p,1.0,N
"Senate hearing ""Global Warming Impacts, Including Health... "" is canceled due to freezing temperatures and 4 feet of snow in the nat's cap.",1.0,
RT @SportsCenter: Vancouver's airlifting in snow for Olympic Training. Global Warming - 1 Winter Sports - 0.,0.6424,
RT @TheMRC: @MSNBC's @DylanRatigan Blames 'Snowpocalypse' on Global Warming http://ow.ly/16xgjl,0.7033,Y
"Fed gov't closed for 3 days in a row. That's 3 days of them not messing with our freedom. Thank you, global warming!",0.7523,Y
My love burns hotter for your than the global warming that is killing the earth. #DemVDaycards,1.0,Y
[@ClimateProgress] Energy and Global Warming News for February 9: Ford to unveil electric Transit Connect van today http://ow.ly/16xv8a,1.0,Y
"BusinessWeek: Is Global Warming a ""Crock of S*%t?"" http://bit.ly/czm7TD @BW #agw #skeptic",0.6567,
Schwarzenegger urges valley CEOs to defend global warming act|California Gov. Arnold Schwarzenegger blasted .. http://oohja.com/xbbAt,0.6526,
Irony?  Headline on Drudge - Senate global warming hearing cancelled... http://bit.ly/9iHiVZ #tcot,0.6868,N
RT @mmfa: Brain Freeze: Conservative media still using winter weather to attack global warming: http://bit.ly/9nKEcc #p2 #noisemachine #climate,1.0,Y
RT @mmfa Brain Freeze: Conservative media still using winter weather to attack global warming: http://bit.ly/9nKEcc #p2 #climate #green,0.3623,Y
"@owillis Problem is, somebody called it global warming instead if what it is, climate change. Of course, the (cont) http://tl.gd/81kse",0.6462,N
"RT @wonkroom: RT @owillis: RT @tlw3 Snow is consistent w/ global warming, say scientists - Telegraph http://bit.ly/bDdtsB",0.6699,Y
Global Warming and Fat Trees http://bit.ly/cwOC5F,0.6874,
"RT @owillis: RT @tlw3 Snow is consistent w/ global warming, say scientists - Telegraph http://bit.ly/bDdtsB",0.7084,Y
"RT @owillis: RT @tlw3 Snow is consistent w/ global warming, say scientists - Telegraph http://bit.ly/bDdtsB",0.5972,N
"RT @tlw3 Snow is consistent w/ global warming, say scientists - Telegraph http://bit.ly/bDdtsB",1.0,Y
This reads like an Onion Headline -- Scientists: Global Warming Real Despite Harsh Winter -- http://bit.ly/ax892N,0.3367,
Brain Freeze: Conservative media still using winter weather to attack  global warming http://dlvr.it/1bfT,0.6775,Y
RT @owillis: RT @mmfa Brain Freeze: Conservative media still using winter weather 2 attack global warming http://bit.ly/9nKEcc #p2,0.649,N
RT @mmfa Brain Freeze: Conservative media still using winter weather 2 attack global warming http://bit.ly/9nKEcc #p2 #noisemachine #climate,0.6318,Y
RT @mmfa: Brain Freeze: Conservative media still using winter weather to attack global warming: http://bit.ly/9nKEcc #p2 #noisemachine #climate,0.6969,Y
Brain Freeze: Conservative media still using winter weather to attack global warming: http://bit.ly/9nKEcc #p2 #noisemachine #climate,0.6646,Y
RT @myfoxnation: @SarahPalinUSA Calls Global Warming Studies 'Snake Oil' http://fxn.ws/93AH7g,1.0,
"@elevenisacharm Haha indeed. I remember a few years ago, Al Gore spoke at a Global Warming event in NYC. It was 8 degrees (F) that day.",0.669,
RT @JosieDC Due to snow of course RT @Drudge_Report Senate global warming hearing cancelled http://drudge.tw/dyAWzC //that's horrible! lmao,0.6451,N
RT @jmac82 Due to snow of course RT @Drudge_Report    Senate global warming hearing cancelled... http://drudge.tw/dyAWzC // lol,0.6579,N
Due to snow of course RT @Drudge_Report    Senate global warming hearing cancelled... http://drudge.tw/dyAWzC,1.0,N
"so, is it human abuse that results in another horror story like #ashtag..(hello, global warming!?...and will we ever stop?) what do u think?",1.0,Y
Media Matters Minute: DC Snowpocalypse Sends Conservative Media Into Climate Change Frenzy: http://bit.ly/bU2I3r #p2 #snowpocalypse,1.0,
"Come to ""Disclosures of Climate Change Impacts"" Monday, February 22 from 12:00 pm to 1:30 pm. Over the past 10... http://bit.ly/aXyu7x",0.6843,Y
just posted our upcoming 2/22 webinar on SEC's recent hearing regarding disclosure of climate change business impacts - http://bit.ly/aRb8gc,0.695,
"In the middle of day at least 8 days of Snowmageddon, Obama Administration pushing new agency to study Global Warming. Seriously.",1.0,N
Irony on line 1: DC blizzards forces change in government climate change announcement.  http://bit.ly/cUoJdY,0.3429,
"Todays sci lesson: Warm air holds more moisture, hits cold air == #snowmageddon. So yes, blizzards are sign of global warming.",1.0,Y
RT @kombiz MO GOP / Blunt Attack Vote vets for climate change ads while wingers question vets service - http://bit.ly/auJCtO,1.0,
MO GOP / Blunt Attack Vote vets for climate change ads while wingers question vets service -  http://bit.ly/auJCtO,0.6631,
Our 'watchdog press' enabled the global warming hoax: http://bit.ly/b6LKba,1.0,N
Night of the Living Dead Idea--Climate Change and Homeland Security? |Conservative Policy News.: http://bit.ly/bm1a3i via @addthis #tcot,0.6794,
"TQM, anthropogenic global warming, and some terrific and informative resources on the topic combine for a... http://bit.ly/bsTYFN",0.6294,Y
Great analysis of climate change policy by Harvard Prof. Robert Stavins http://bit.ly/brgGmF,0.6318,
Climate change movement dead? http://bit.ly/bhx3PG,1.0,
"Ever the comedian, Oberstar said Washingtonians are ""counting on global climate change"" to melt the snow",0.6575,
http://bit.ly/9rtbvm Huffpost - Wash Times owned&operated by morons--global climate change is based fact-detracters claim snow undemines it,0.6617,Y
"@collegepolitico They like to have it both ways. If it were sunny and 70 now, they'd blame it on global warming.",1.0,N
Sen. Inhofe's Family Builds Igloo for Global Warming Spokesman Al Gore in Snow-laden D.C. http://ow.ly/16xlOZ,0.6988,N
New and improved site: http://www.adventures-in-climate-change.com/ Check it out!!,0.6495,Y
LOL! &gt; RT @BowlMeOverVa Sen. Inhofe's Family Builds Igloo 4 Global Warming guy Al Gore in Snow-laden D.C. - http://tinyurl.com/ydjmzd3 #tcot,0.6632,N
RT @washdcnews: GOP senator's family builds igloo to mock global warming http://dlvr.it/1Zxn,0.4991,N
What does disprove it is dishonest scientists -&gt; RT @briandevine @andrewbreitbart I bet you think snow disproves climate change. Idiot,1.0,Y
Indigenous People take over mining firm in the wake of Climate Change conference http://bit.ly/9io10Y by @indigenous_news,0.6299,Y
GOP senator's family builds igloo to mock global warming http://dlvr.it/1Zxn,0.6756,
@andrewbreitbart I bet you think snow disproves climate change. Idiot,1.0,Y
Now is the time to attack the soft underbelly of unsubstantiated global warming alarmism: http://bit.ly/agVviO #agw @amspec,1.0,N
"@DylanRatigan You should have just let it go with the snowstorm/global warming stuff.  You're better than that, IMO",0.6921,N
"Seriously, how is this helping to get people to work against climate change? http://bit.ly/bdEr0I",0.6488,Y
"Where are the global warming nutjobs with their signs??? RT @JimDeMint: It's going to keep snowing in DC until Al Gore cries ""uncle""",1.0,N
NOAA Climate Change Announcement cancelled for today. http://bit.ly/9LR4N6,0.6593,
RT @MikeRwithCRC: Climate change activist proponent Ian Katz complains that global warming debate has fallen apart.  http://bit.ly/bcEzBs,1.0,Y
Snowmageddon' in DC and we still can't see global warming/weirding at work. Theologians call it 'willful blindness.' http://bit.ly/aK8oAG,1.0,Y
"Clearly the #snowmageddon is disproving global warming RT @JimDeMint It's going to keep snowing in DC until Al Gore cries ""uncle""",1.0,N
Betting on Climate Change: Corporations Stand to Make or Lose Billions http://viigo.im/3dtg,1.0,
I foresee a 1st Helpful Manual from new Obama Global Warming Agency:  How to prevent Spontaneous Human Combustion [SHC] in your home.,0.6331,
"Obama should appoint himself director of new Global Warming Agency--he would be pre-eminently qualified, he blows a lot of hot teleprompter.",0.6919,Y
How much time before a clever politician will claim this cold weather proves there•_Çs no global warming? Tip: ask your science advisor first.,0.6455,N
"U.S. Climate Change Portal Could Birth Entirely New Industries:  At long last, we can access the government's clim... http://bit.ly/ckuIf8",0.6923,Y
One Million Women' a Starting Point on #Climate Change http://bit.ly/cBcsCa,0.7084,Y
"Spontaneous Human Combustion [SHC]:Since every human body has electrical field & flammable gases, global warming cud ignite these gases.",0.6459999999999999,Y
African Farmers Urged to Innovate to Offset Climate Change: Source: Bloomberg - Africa's failure to embrace modern... http://bit.ly/aym1Uc,1.0,Y
"#fb Goddammit, folks, blizzards don't negate climate change. The science isn't debating this. Climate change is real. End of story.",1.0,Y
@ClaireForman Climate change is still real. I can't believe people still debate this. Scientists don't.,1.0,Y
Transit bills fight climate change http://bit.ly/99fGgK,0.6875,Y
"Geoengineering is a diplomatic nightmare for the same basic reasons that climate change is a diplomatic nightmare, but worse. Why? (cont'd)",1.0,Y
"WSJ Econ roundup. // http://on.wsj.com/9JViRX Secondary Sources: Consumer Agency, Euro Crisis, Climate Change  via @tweetmeme",0.6434,
MSNBC's Ratigan Blames 'Snowpocalypse' on Global Warming http://ow.ly/16xgjl,0.7012,Y
MSNBC's Ratigan Blames 'Snowpocalypse' on Global Warming http://ow.ly/16xgTm,1.0,Y
Interested in how the US Fish and Wildlife Service (@USFWSHQ) is addressing #climate change and fish/wildlife? http://bit.ly/imALM #science,1.0,Y
MSNBC's Ratigan Blames 'Snowpocalypse' on Global Warming (Video) http://is.gd/818dp #tcot #snOMG,0.6362,Y
Researchers study how #climate change chases #fish from streams | Great Lakes Echo http://bit.ly/bRVMlT #habitat #science,1.0,Y
Is Climate Change Legislation Dead in 2010? | http://bit.ly/aTeIsq,1.0,
U.S. Climate Change Portal Could Birth Entirely New Industries | http://bit.ly/b7lBwM,1.0,Y
MSNBC's Ratigan Blames 'Snowpocalypse' on Global Warming http://bit.ly/943TCj,0.6619,Y
"NOAA to create new #climate change office to provide data to govts, industry, academia http://nyti.ms/ar34Mw",0.6592,
RT @ecopolitologist: Communicating #Climate Change: Kate Sheppard on the Politics Beat http://bit.ly/drvGoh,0.7237,Y
"Obama administration creates climate change agency, IPCC chief under scrutiny & more. Tuesday's Reads | http://bit.ly/anQG5G",0.3568,
RT @mattyglesias: Wish it were possible to make the obvious global warming jokes w/o giving aid and comfort to crazy people,0.6367,N
RT @climatedebate: Climate change aids invasive plants:  http://bit.ly/bbH0U7,0.691,Y
RT @OneClimate: Palin likens global warming studies to 'snake oil'  http://bit.ly/bvfjK3 #climate,0.6939,
New federal #climate change agency forming: http://ow.ly/15rAF,0.6621,Y
"Invasive News: Climate change aids invasive plants - UPI.com: UPI.comClimate change aids invasive plantsUPI.com""Ou... http://bit.ly/b9H1T8",0.7231,Y
@Steve_Trotto Noooo don't get @Physboy and @Alli_Flowers started on global warming!,0.6822,
RT @mattyglesias Wish it were possible to make the obvious global warming jokes w/o giving aid and comfort to crazy people,0.6585,N
RT @mattyglesias: Wish it were possible to make the obvious global warming jokes w/o giving aid and comfort to crazy people,0.6694,N
"I am amused that NOAA has created an office on global warming & the announcement set for yesterday was disrupted due to, uh, blizzards.",0.6528,N
Climate change movement dead? http://bit.ly/9clxKG,0.6792,N
"Hot Air Obamateurism of the Day: Maybe Barack Obama hasn't read the memo yet, but anthropogenic global warming has... http://bit.ly/cDoUf1",0.4868,Y
Ten reasons why examining climate change policy through an ethical lens is a practical imperative http://bit.ly/bDd1pp,1.0,Y
Pres Obama wants to create a new federal office for global warming. // How do we stop this before it's started?? #tcot,0.6782,N
And the hits keep on coming. RT @foxandfriends Pres Obama wants to create a new federal office for global warming ... good or bad thing?,0.4917,
"Climate change will mk the world more fragrant, as warming temperatures mk plants release more chems http://bit.ly/dw6wQq (via @bbcscitech)",1.0,Y
"New federal office for global warming by Jennifer Haberkorn, Washington Times http://bit.ly/98vxAB",1.0,
"New federal office for global warming by Jennifer Haberkorn, Washington Times http://bit.ly/bOOrLk #climategate",0.4678,Y
NOAA - Blizzard Rearranges Climate Change Announcement: http://bit.ly/bTKA9x #agw #wsj #snowmageddon,0.7104,
"Sir David King: Half Right on the IPCC and Global Warming Policies, Despite Bad Logic http://bit.ly/blSiI2",0.4972,Y
RT @justkarl: Obligatory: Blizzard Rearranges NOAA Climate Change Announcement http://is.gd/7Z68T,1.0,
"RT @milrey76 wait, how did the Commerce Sec. announce a new climate change tracking system today? Wasn't the govt shut down due to snow?",0.682,
"""Snow means that global warming isn't real"" -- how to respond:  http://post.ly/MtI0",0.6329,N
And Mother Nature reinforces the fact that global warming is but a left-wing conspiracy by bringing yet MORE SNOW. http://bit.ly/cn8jen,1.0,N
"RT @sbthistle: More snow 4 DC. Hope anti-climate change members of Congress & lobbyists, r paying attention. http://tinyurl.com/yedwvex #co2",0.7585,Y
Weather apparently only relevant when global warming is supported. http://bit.ly/bmnKp6,0.6242,N
RT @FederalLobbyist: CLIMATE CHANGE? Blizzrd Rearranges Announcement of Feds New Global Warming Office! http://bit.ly/cjiqDh Have to grin!,0.883,N
"No weather event can be attributed exclusively to climate change, but heavier precipitation is consistent w/ climate scientists' theories.",1.0,Y
"RT @usnoaagov: Com. Sec. Locke: ""NOAA Climate Service will help tackle head-on the challenges of mitigating and adapting to climate change.""",0.6457,Y
RT @ClimateScam: #climategate : Weather apparently only relevant when global warming is supported. http://bit.ly/dfxl79,1.0,N
"RT @jeffreydmorgan: Good info-easy read. IR pros should read! SEC ""Climate Change Disclosure Release Guidance""  http://sec.gov/rules/interp/2010/33-9106.pdf",1.0,
10 to 20 inches for D.C. region Tuesday into Wednesday? Stop the global warming! http://ow.ly/15hyn #Snowpocalypse @KEder @wikipublius,0.6597,Y
GLOBAL WARMING: NOAA Proposes New Climate Service - http://bit.ly/codcdY,0.652,
"Hah hah! RT @mvaughn25: Too funny, govt had to delay announcing new ""Global Warming Office"" due to DC blizzard http://bit.ly/bTKA9x",0.6606,N
"When I see a warning for ANOTHER 10-20"" of snow I wish girls still used 3 cans of AquaNet per day to speed up the global warming process",1.0,N
RT @ClimateScam: Busted! Rajendra Pachauri: head of UN climate change panel clocks up half a million miles of air travel http://bit.ly/d6mlhN,0.6592,N
Another 20 in. of snow possible. Who Dat say there's global warming? http://bit.ly/baPDnN #tcot  #globalwarming,1.0,N
"RT @boliviaun 6:30 pm Live, Ivan Canelas, spokesperson of Bolivian presidency, at climate change conf #cochabamba! http://is.gd/bzLVM #cmpcc",1.0,
"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC | Washington Examiner: http://bit.ly/cXYmem #tcot",0.6477,Y
RT @NASA: Our colleagues at NOAA have launched a special climate service to track climate change trends at Climate.gov,0.6371,Y
RT @txvoodoo: Dr Jeff Masters of @wunderground has a great blog about storms & global warming: http://is.gd/7YoX4,1.0,Y
Water at core of climate change impacts: experts http://bit.ly/9lFhiP ...,1.0,Y
@notlarrysabato and RFK Jr was tlkibg last yr about how global warming has made DC metro snowless.,0.6229,Y
"RT @WeCanLead Odds schmodds. RT @senatus: Despite long odds, groups continuing to push Senate on #climate change bill - http://is.gd/7XYkr",1.0,
"Exxon Still Orchestrating Campaign to ""Undermine Public Acceptance of Global Warming"" http://bit.ly/ceX6Hi (via @treehugger + @NatalieLin)",0.6635,Y
Laughable. // NOAA: Blizzard Rearranges Climate Change Announcement    http://on.wsj.com/cZAaP0  via @tweetmeme,0.4751,N
"I don't know about global warming, but I'm ready to sign-up on the Global Cooling bandwagon. #globalcooling #snowpocalypse 10-20",0.5134,N
RT @washdcnews: NOAA: Blizzard Rearranges Climate Change Announcement http://dlvr.it/1XLW,1.0,
Ask Pablo: What Impact Will The Volcano In Iceland Have On Climate Change? http://bit.ly/bZ4FQJ,0.6699,Y
"Post: ""Smart electric meters may be delayed in face of cooling concerns about climate change"" http://tinyurl.com/yfabxr9",1.0,
NOAA: Blizzard Rearranges Climate Change Announcement http://dlvr.it/1XLW,0.6572,Y
